0.00, -0.697778,-0.683822,-0.669867,-0.655911,-0.641956,-0.628,-0.614045,-0.600089,-0.586133,-0.572178,-0.558222,-0.544267,-0.530311,-0.516356,-0.5024,-0.488445,-0.474489,-0.460534,-0.446578,-0.432622,-0.418667,-0.404711,-0.390756,-0.3768,-0.362845,-0.348889,-0.334934,-0.320978,-0.307022,-0.293067,-0.279111,-0.265156,-0.2512,-0.237245,-0.223289,-0.209333,-0.195378,-0.181422,-0.167467,-0.153511,-0.139556,-0.1256,-0.111645,-0.0976891,-0.0837335,-0.069778,-0.0558224,-0.0418669,-0.0279113,-0.0139558,-2.03028e-07,0.0139554,0.0279109,0.0418665,0.055822,0.0697776,0.0837331,0.0976887,0.111644,0.1256,0.139555,0.153511,0.167466,0.181422,0.195378,0.209333,0.223289,0.237244,0.2512,0.265155,0.279111,0.293066,0.307022,0.320978,0.334933,0.348889,0.362844,0.3768,0.390755,0.404711,0.418666,0.432622,0.446578,0.460533,0.474489,0.488444,0.5024,0.516355,0.530311,0.544266,0.558222,0.572178,0.586133,0.600089,0.614044,0.628,0.641955,0.655911,0.669866,0.683822,
-3, 100,98.4931,95.7737,93.1276,90.552,88.0441,85.6013,83.2209,80.9008,78.6386,76.4322,74.2795,72.1787,70.1278,68.1251,66.1689,64.2577,62.3899,60.5639,58.7786,57.0324,55.3241,53.6526,52.0166,50.415,48.8468,47.3109,45.8063,44.3321,42.8873,41.4712,40.0828,38.7214,37.3861,36.0763,34.7912,33.5301,32.8052,32.1664,31.5153,30.8516,30.1748,29.4847,28.7808,28.0627,27.33,26.5822,25.8188,25.0394,24.2434,23.4303,22.5996,21.7507,20.883,19.9958,19.0885,18.1604,17.2108,16.2389,15.244,14.2251,13.1814,12.1121,11.0161,9.89247,8.74012,7.55794,6.34476,5.09935,3.82041,2.50656,1.15636,-0.233177,-1.60867,-2.94672,-4.24883,-5.51642,-6.75086,-7.95342,-9.12532,-10.2677,-11.3817,-12.4684,-13.5287,-14.5635,-15.5739,-16.5606,-17.5245,-18.4663,-19.3868,-20.2867,-21.1668,-22.0275,-22.8697,-23.6938,-24.5004,-25.2902,-26.0636,-26.821,-27.5631,
-2.94, 100,97.2956,94.6086,91.9937,89.4481,86.9689,84.5537,82.2,79.9055,77.6679,75.4853,73.3555,71.2767,69.2471,67.265,65.3287,63.4366,61.5872,59.7792,58.0111,56.2817,54.5897,52.9338,51.313,49.7261,48.1721,46.65,45.1588,43.6976,42.2655,40.8615,39.485,38.1351,36.8111,35.5121,34.2376,33.1598,32.5278,31.8836,31.2271,30.5577,29.8752,29.1791,28.469,27.7446,27.0054,26.2508,25.4805,24.6939,23.8905,23.0698,22.2313,21.3742,20.4981,19.6022,18.6859,17.7485,16.7892,15.8073,14.802,13.7724,12.7177,11.6368,10.5288,9.39279,8.22753,7.03195,5.80483,4.54492,3.25088,1.92131,0.554739,-0.838636,-2.1976,-3.51978,-4.80666,-6.05962,-7.28,-8.46904,-9.62793,-10.7578,-11.8597,-12.9348,-13.9839,-15.0079,-16.0079,-16.9845,-17.9386,-18.8711,-19.7825,-20.6737,-21.5452,-22.3978,-23.232,-24.0485,-24.8477,-25.6302,-26.3966,-27.1473,-27.8828,
-2.88, 98.8412,96.1124,93.4573,90.873,88.3568,85.9059,83.5179,81.1904,78.921,76.7077,74.5485,72.4412,70.3842,68.3755,66.4136,64.4968,62.6236,60.7925,59.0021,57.2511,55.5382,53.8621,52.2217,50.6158,49.0435,47.5035,45.995,44.5171,43.0687,41.649,40.2571,38.8923,37.5538,36.2408,34.9526,33.6885,32.8853,32.248,31.5985,30.9364,30.2613,29.5729,28.8708,28.1545,27.4237,26.6778,25.9164,25.1391,24.3452,23.5344,22.7059,21.8594,20.994,20.1093,19.2046,18.2792,17.3323,16.3633,15.3713,14.3555,13.315,12.2489,11.1563,10.0362,8.88753,7.70916,6.49994,5.25864,3.98397,2.67457,1.329,-0.056419,-1.43679,-2.77952,-4.08612,-5.35803,-6.59661,-7.80317,-8.97891,-10.125,-11.2426,-12.3326,-13.3962,-14.4343,-15.4477,-16.4374,-17.4041,-18.3487,-19.2719,-20.1744,-21.0569,-21.9201,-22.7646,-23.591,-24.3998,-25.1917,-25.9671,-26.7266,-27.4706,-28.1997,
-2.82, 97.6394,94.9432,92.3195,89.7653,87.278,84.8549,82.4937,80.1918,77.9473,75.7579,73.6216,71.5365,69.5008,67.5128,65.5709,63.6733,61.8187,60.0056,58.2326,56.4983,54.8017,53.1413,51.5162,49.9251,48.367,46.8409,45.3459,43.881,42.4452,41.0378,39.6579,38.3046,36.9774,35.6753,34.3977,33.239,32.6085,31.9659,31.3109,30.6432,29.9624,29.2681,28.5598,27.8372,27.0999,26.3473,25.579,24.7945,23.9933,23.1748,22.3386,21.4839,20.6102,19.7168,18.8031,17.8684,16.912,15.933,14.9307,13.9042,12.8526,11.7751,10.6706,9.53814,8.37661,7.1849,5.9618,4.70607,3.41638,2.09135,0.729486,-0.664021,-2.02777,-3.35455,-4.64585,-5.90305,-7.1275,-8.32046,-9.48313,-10.6166,-11.7221,-12.8005,-13.8528,-14.88,-15.883,-16.8625,-17.8195,-18.7547,-19.6688,-20.5625,-21.4365,-22.2914,-23.1279,-23.9466,-24.748,-25.5326,-26.301,-27.0537,-27.7911,-28.5138,
-2.76, 96.452,93.7879,91.195,88.6704,86.2115,83.8157,81.4808,79.2043,76.9841,74.8181,72.7045,70.6412,68.6266,66.659,64.7366,62.858,61.0217,59.2263,57.4704,55.7527,54.0721,52.4273,50.8171,49.2406,47.6967,46.1843,44.7025,43.2504,41.8272,40.4318,39.0637,37.7219,36.4057,35.1144,33.8473,32.9652,32.3294,31.6815,31.021,30.3476,29.6609,28.9606,28.2461,27.5171,26.7732,26.0138,25.2385,24.4468,23.6381,22.8119,21.9677,21.1048,20.2226,19.3204,18.3976,17.4535,16.4873,15.4982,14.4855,13.4481,12.3853,11.2961,10.1795,9.03451,7.85993,6.65464,5.41743,4.14702,2.84205,1.50109,0.122638,-1.26428,-2.61171,-3.92283,-5.19908,-6.44183,-7.65239,-8.83199,-9.9818,-11.1029,-12.1964,-13.2634,-14.3046,-15.3211,-16.3138,-17.2834,-18.2308,-19.1566,-20.0617,-20.9468,-21.8124,-22.6592,-23.4879,-24.2989,-25.0929,-25.8704,-26.6319,-27.3779,-28.1088,-28.8251,
-2.7, 95.2788,92.6462,90.0835,87.588,85.157,82.7881,80.479,78.2274,76.0312,73.8884,71.797,69.7552,67.7614,65.8137,63.9107,62.0507,60.2325,58.4545,56.7155,55.0142,53.3493,51.7198,50.1245,48.5624,47.0323,45.5334,44.0648,42.6254,41.2144,39.8311,38.4746,37.144,35.8388,34.5582,33.3181,32.689,32.048,31.3946,30.7285,30.0494,29.3568,28.6504,27.9296,27.1942,26.4435,25.6773,24.8949,24.0958,23.2796,22.4456,21.5932,20.722,19.8312,18.9201,17.9881,17.0344,16.0583,15.059,14.0356,12.9872,11.913,10.812,9.68306,8.52524,7.33738,6.11829,4.86673,3.58137,2.26084,0.903675,-0.488757,-1.85732,-3.18873,-4.48446,-5.74593,-6.97448,-8.17138,-9.33784,-10.475,-11.584,-12.6657,-13.7213,-14.7517,-15.7577,-16.7402,-17.7,-18.6379,-19.5546,-20.4509,-21.3274,-22.1847,-23.0235,-23.8444,-24.648,-25.4347,-26.2052,-26.9598,-27.6992,-28.4237,-29.1338,
-2.64, 94.1195,91.5179,88.9849,86.5179,84.1144,81.772,79.4883,77.2611,75.0885,72.9684,70.899,68.8784,66.9049,64.977,63.093,61.2515,59.451,57.6902,55.9678,54.2826,52.6333,51.0189,49.4382,47.8902,46.3739,44.8884,43.4326,42.0058,40.607,39.2355,37.8904,36.571,35.2766,34.0065,33.0448,32.4106,31.7642,31.1054,30.4336,29.7487,29.0501,28.3374,27.6103,26.8683,26.1109,25.3377,24.5481,23.7416,22.9176,22.0757,21.2152,20.3355,19.4359,18.5157,17.5744,16.611,15.6248,14.6151,13.5809,12.5214,11.4355,10.3225,9.18105,8.01024,6.80887,5.57574,4.30957,3.00901,1.67264,0.298968,-1.09113,-2.44329,-3.75894,-5.03956,-6.2865,-7.50109,-8.68457,-9.83811,-10.9628,-12.0598,-13.1301,-14.1745,-15.1941,-16.1898,-17.1623,-18.1124,-19.041,-19.9487,-20.8363,-21.7043,-22.5535,-23.3845,-24.1977,-24.9939,-25.7734,-26.5369,-27.2848,-28.0176,-28.7358,-29.4397,
-2.58, 92.9739,90.4026,87.8988,85.4599,83.0835,80.767,78.5083,76.3053,74.1559,72.0582,70.0103,68.0105,66.0572,64.1486,62.2834,60.46,58.677,56.9332,55.2272,53.5579,51.924,50.3245,48.7582,47.2242,45.7214,44.249,42.806,41.3915,40.0047,38.6449,37.3111,36.0028,34.7191,33.4593,32.7693,32.1298,31.4781,30.8136,30.1362,29.4453,28.7407,28.0218,27.2882,26.5395,25.7753,24.995,24.198,23.384,22.5523,21.7023,20.8335,19.9452,19.0367,18.1074,17.1565,16.1832,15.1869,14.1666,13.1214,12.0505,10.9529,9.82755,8.67343,7.48941,6.2743,5.02688,3.74584,2.4298,1.07731,-0.312841,-1.68625,-3.0223,-4.32249,-5.58825,-6.82092,-8.02178,-9.19205,-10.3329,-11.4454,-12.5306,-13.5894,-14.623,-15.632,-16.6175,-17.5801,-18.5208,-19.4402,-20.339,-21.218,-22.0777,-22.9189,-23.742,-24.5477,-25.3366,-26.1091,-26.8657,-27.607,-28.3333,-29.0452,-29.7431,
-2.52, 91.8417,89.3003,86.8252,84.4139,82.064,79.7731,77.539,75.3597,73.2331,71.1574,69.1308,67.1515,65.218,63.3286,61.4818,59.6763,57.9106,56.1834,54.4936,52.8399,51.2212,49.6363,48.0843,46.5641,45.0747,43.6152,42.1848,40.7825,39.4076,38.0593,36.7367,35.4392,34.1661,33.1243,32.4916,31.8468,31.1895,30.5195,29.8362,29.1394,28.4285,27.7033,26.9632,26.2078,25.4366,24.6491,23.8448,23.0231,22.1835,21.3253,20.4481,19.551,18.6335,17.6949,16.7343,15.7511,14.7443,13.7133,12.657,11.5745,10.4649,9.32715,8.1601,6.96264,5.73356,4.47161,3.17543,1.84364,0.474729,-0.917335,-2.27425,-3.59447,-4.87947,-6.13062,-7.34926,-8.53663,-9.69393,-10.8223,-11.9227,-12.9963,-14.044,-15.0667,-16.0654,-17.0408,-17.9938,-18.925,-19.8354,-20.7255,-21.596,-22.4475,-23.2807,-24.0962,-24.8945,-25.6762,-26.4417,-27.1916,-27.9263,-28.6463,-29.352,-30.0439,
